Achillea ageratum;-  Plante vivace à souche ligneuse  - tiges de 25-50 cm, dressées, simples ou rameuses au sommet, glabres ou brièvement pubescentes - feuilles rudes, très brièvement hispides, fortement ponctuées, les inférieures oblongues-obovales, lobées à lobes dentés, les supérieures sessiles, oblongues, très obtuses au sommet, dentées en scie  - involucre ovoïde, un peu velu, à folioles intérieures oblongues  - réceptacle à écailles lancéolées, aiguës  - capitules petites, 2 à 4 mm environ de diamètre, devenant subcylindriques à la maturité, pédicellés, en corymbe compact plus ou moins rameux  - fleurs jaunes à ligules courtes.
Achillea atrata;-  Plante vivace, à souche rampante  - tiges de 1-3 dm, ascendantes ou dressées, simples, pubescentes, feuillées  - feuilles glabres ou presque glabres, non ponctuées, oblongues, pennatiséquées, à segments espacés, entiers ou bi-trifides au sommet, quelquefois 4-5 fides, à lobes linéaires-lancéolés, acuminés, mucronés, les caulinaires sessiles  - involucre hémisphérique, poilu, à folioles lancéolées, bordées de brun noir  - capitules assez grands, larges de 15-17 mm environ de diamètre, à pédicellés tomenteux, en corymbe simple  - fleurs blanches, à ligules au moins aussi longues que l'involucre.
Achillea chamaemelifolia;-  Plante vivace à souche rameuse, non rampante  - tiges de 2-4 dm, dressées, brièvement pubescentes ainsi que les feuilles  - celles-ci pétiolées, à contour ovale-lancéolé ou oblong-lancéolé, à rachis étroit, non denté à segments peu nombreux, 3-6 de chaque côté, étalés, espacés, étroits, linéaires, entiers ou quelques-uns incisés, les inférieurs aussi longs que les moyens  - involucre ovoïde, presque glabre  - capitules en corymbe composé un peu lâche  - fleurs blanches à ligules ne dépassant pas la moitié de l'involucre.
Achillea collina;"
        Haut. 15-60 cm. Tige épaisse de plus de 2 mm, munie dans les 12 cm sous l'inflorescence de 4-7 feuilles. Feuilles basales larges de 0,5-1,5 cm. Rachis des feuilles caulinaires large de 0,6-1,2 mm, ni ailé, ni muni de lobules pointus. Divisions des feuilles dressées (non étalées), libres jusqu'au rachis. Divisions secondaires larges de 0,2-0,5 mm. Fleurs ligulées blanches. Akènes longs de 1,5-1,8 mm."
Achillea crithmifolia;Plante vivace rhizomateuse de 20 à 70 cm formant des colonies denses. Feuilles tomenteuses grisâtres à segments primaires 1 à 2 fois pennatiséqués, les basales pétiolées à contour lancéolé, les caulinaires un peu embrassantes à contour oblong à oblong-lancéolé. Inflorescence dense en corymbe de 30 à 100 capitules à fleurs à ligules blanches à roses.
Achillea distans;-  Plante vivace à souche courte, rampante  - tiges de 3-8 dm, pubescentes, ainsi que les feuilles, les caulinaires sessiles, auriculées à la base, à contour oblong-lancéolé, bipennatiséquées à segments très nombreux, disposés sur un même plan, les inférieurs égalant les segments moyens, à lobes linéaires, acuminés, mucronés  - rachis entier ou offrant quelques dents au sommet. Espèce faiblement distincte de la précédente.
Achillea distans subsp. tanacetifolia;-  Plante vivace à souche courte, rampante  - tiges de 3-8 dm, pubescentes, ainsi que les feuilles, les caulinaires sessiles, auriculées à la base, à contour oblong-lancéolé, bipennatiséquées à segments très nombreux, disposés sur un même plan, les inférieurs égalant les segments moyens, à lobes linéaires, acuminés, mucronés  - rachis entier ou offrant quelques dents au sommet. Espèce faiblement distincte de la précédente.
Achillea erba-rotta;-  Plante vivace, à souche grêle, rampante, rameuse, multicaule  - tiges de 6-30 cm, ascendantes, glabres ou presque glabres  - feuilles glabres, ponctuées, oblongues, pennatiséquées, à segments espacés, parallèles, linéaires-lancéolés, mucronulés, presque tous entiers, quelques-uns bifides, les inférieures pétiolées, les caulinaires sessiles  - involucre hémisphérique, glabrescent, à folioles lancéolées, bordées de brun  - capitules assez petites, larges de 12 mm de diamètre environ, à pédicellés brièvement pubescents, en corymbe simple  - fleurs blanches, à ligules égalant l'involucre.
Achillea erba-rotta subsp. moschata;-  Plante vivace, à souche grêle, rampante, rameuse, multicaule  - tiges de 6-30 cm, ascendantes, glabres ou presque glabres  - feuilles glabres, ponctuées, oblongues, pennatiséquées, à segments espacés, parallèles, linéaires-lancéolés, mucronulés, presque tous entiers, quelques-uns bifides, les inférieures pétiolées, les caulinaires sessiles  - involucre hémisphérique, glabrescent, à folioles lancéolées, bordées de brun  - capitules assez petites, larges de 12 mm de diamètre environ, à pédicellés brièvement pubescents, en corymbe simple  - fleurs blanches, à ligules égalant l'involucre.
Achillea filipendulina;"
        50-130 cm de haut, à poils fins et appliqués. Feuilles pennatiséquées, à divisions dentées en scie. Capitules groupés par 50-500 en corymbe terminal large de 4-10 cm, dense. Fleurs ligulées jaunes."
Achillea macrophylla;-  Plante vivace à souche rampante  - tige de 4 dm à 1 mètre, dressée, striée, pubescente au moins supérieurement  - feuilles molles, amples, sessiles, à contour largement ovale-triangulaire, un peu pubescentes en dessous, pennatiséquées à 3-7 segments, les inférieurs distincts, les supérieurs confluents, tous oblongs-lancéolés, incisés-dentés, à dents mucronulées  - involucre hémisphérique, poilu, à folioles pâles bordées de brun  - capitules larges de 13-15 mm de diamètre environ, à pédoncules presque filiformes, pubescents, en corymbe lâche  - fleurs blanches, à ligules plus longues que l'involucre.
Achillea millefolium;"- .  Plante vivace à racine rampante  - tiges de 2-7 dm, dressées, pubescentes, parfois laineuses ainsi que les feuilles  - celles-ci molles, à contour oblong-linéaire ou linéaire, bipennatiséquées à segments très nombreux, linéaires, mucronulés, non disposés dans un même plan, à rachis entier, ceux de la base de la feuille égalant ceux du milieu  - involucre ovoïde, poilu, à folioles bordées d'une marge pâle, brunâtre ou presque noire  - capitules petites, en corymbe compact  - fleurs blanches, souvent purpurines, à ligules plus courtes que la moitié de l'involucre.
Espèce polymorphe : varie à laciniures des feuilles plus nombreuses, plus rapprochées, plus ténues, presque sétacées avec les fleurs plus petites, d'un blanc sale (A. setacea W. K.)."
Achillea nana;-  Plante vivace, à souche rampante, rameuse, émettant des rosettes  - tiges de 6-15 cm, ascendantes, simples, tomenteuses, ordinairement peu feuillées  - feuilles couvertes d'un épais tomentum, les inférieures pétiolées, les supérieures sessiles, toutes linéaires-oblongues, pennatiséquées, à segments nombreux, très rapprochés, presque linéaires, incisés ou entiers, subobtus, mutiques  - involucre hémisphérique, laineux, à folioles lancéolées, bordées de brun foncé  - capitules brièvement pédicellés en petit corymbe simple, compact  - fleurs blanches, à ligules aussi longues que l'involucre.
Achillea nobilis;"-  Plante vivace à racine courte  - tiges de 3-8 dm, dressées, raides, pubescentes  - feuilles poilues, d'un vert blanchâtre, à contour ovale ou ovale-oblong, bipennatiséquées à 6-8 segments de chaque côté, les inférieurs presque aussi longs que les moyens, à lobes linéaires entiers ou incisés  - rachis faiblement ailé, pourvu de dents latérales dans sa partie supérieure  - involucre ovoïde  - capitules petites (1 12 à 2 mm de diamètre), en corymbe compact  - fleurs d'un blanc sale un peu jaunâtre, à ligules très courtes.
Varie à rachis plus large, moins denté, à segments moins nombreux (3-5) (A. ligustica All.)."
Achillea odorata;-  Plante vivace à souche courte, noueuse, stolonifère  - tiges de 12-30 cm, dressées ou ascendantes, pubescentes  - feuilles d'un vert grisâtre, pubescentes, à contour oblong, les inférieures et celles des rosettes pétiolées, bipennatiséquées, les caulinaires sessiles, petites, atteignant rarement 2 cm 12 de longueur, pennatiséquées, à segments entiers ou incisés, ceux-ci au nombre de 8-12 de chaque coté, presque égaux, rapprochés, linéaires, à lobes mucronulés  - involucre ovoïde, poilu, à folioles offrant une marge brunâtre  - capitules petites, en corymbe subglobuleux, compact  - fleurs d'un blanc sale ou un peu jaunâtre, à ligules courtes.
Achillea pratensis;"
        Plante formant des gazons avec souvent 10-50 tiges de même hauteur, haute de 20-60 cm, glabre ou faiblement poilue. Tige fine, épaisse de seul. 1-2(-3) mm à la base, gén. cylindrique, à quelques longs entrenœuds, munie d’env. 2-5 feuilles dans les 12 cm sous l’inflorescence. Feuilles basales larges de 1,2-5 cm, les sup. de 1-4 cm. Divisions primaires étalées, planes, espacées de 3-6 mm. Rachis des feuilles caulinaires large de 1,5-2 mm, divisions secondaires larges de 0,5-1,3 mm. Inflorescence principale (sommitale) large seul. de 1-3 cm. Fleurs ligulées blanches ou roses. Akènes longs de 1,5-1,8 mm."
Achillea ptarmica;-  Plante vivace, forme de l'espèce précédente. Tige de 2-4 dm, couchée à la base, redressée, raide, non striée, pubescente  - feuilles assez fortement pubescentes, couvertes de ponctuations imprimées sur les faces, sessiles, proportionnellement plus larges, lancéolées, atténuées seulement vers le sommet, presque obtus et non à partir de la base, à dents pourvues d'un rebord blanchâtre plus épais, plus cartilagineux  - capitules plus gros.
Achillea ptarmica subsp. pyrenaica;-  Plante vivace, forme de l'espèce précédente. Tige de 2-4 dm, couchée à la base, redressée, raide, non striée, pubescente  - feuilles assez fortement pubescentes, couvertes de ponctuations imprimées sur les faces, sessiles, proportionnellement plus larges, lancéolées, atténuées seulement vers le sommet, presque obtus et non à partir de la base, à dents pourvues d'un rebord blanchâtre plus épais, plus cartilagineux  - capitules plus gros.
Achillea roseo-alba;"Plante vivace de 30 à 80 cm, glabre à glabrescente, à tige ne dépassant pas 2 mm de diamètre ; feuilles caulinaires inférieures étroites (<0,8 cm) ; fleurs ligulées rose pâle, rarement blanches."
Achillea tomentosa;-  Plante vivace à souche émettant des rejets feuilles  - tiges de 8-25 cm, dressées ou ascendantes, grêles, simples, velues  - feuilles d'un vert blanchâtre, velues ou presque tomenteuses, oblongues-linéaires, rétrécies de bas en haut, bipennatiséquées, à segments très rapprochés, incisés, quelques uns entiers, à lobules presque linéaires, mucronulés  - involucre velu à folioles intérieures oblongues, obtuses  - réceptacle à écailles oblongues-obovales, aiguës  - capitules petites, 2-3 mm de diamètre, ovoïdes, en petit corymbe compact, terminal  - fleurs d'un jaune vif.
Achnatherum calamagrostis;"Plante vivace de 50 cm à 1 m, glabre, à souche un peu rampante émettant des bourgeons coniques ; tige raide, très feuillée ; feuilles longues, raides, à la fin enroulées ; ligule très courte, tronquée, poilue ; panicule longue de 12 à 25 cm, un peu penchée, argentée puis fauve, à rameaux nus à la base ; fleurs stipitées, sans rudiment stérile ; glumelle inférieure d'un quart plus courte que les glumes, couverte de poils plus longs qu'elles, bifide et portant dans l'échancrure une arête genouillée longue de 10 à 15 mm, et très saillante."
Acis longifolia;-  Plante vivace de 10 25 cm, glabre, à bulbe petit ovoïde  - feuilles naissant avant les fleurs, 3-4, linéaires-étroites, planes, bien plus longues que la tige grêle  - fleurs entièrement blanches, 1-3, assez petites, penchées, sortant d'une spathe à 2 valves linéaires, membraneuses aux bords, plus longues que les pédoncules  - périanthe à divisions oblongues lancéolées, à 5 nervures, plus courtes que le pédoncule  - étamines insérées sur un disque entier  - style filiforme, plus court que les étamines  - capsule petite, subglobuleuse.
Aconitum anthora;-   Racine à tubercules renflés en navet  - tige de 20-50 cm, pubescente, simple ou peu rameuse  - feuilles profondément palmatipartites, à segments linéaires, décurrents  - fleurs jaunes, en grappe courte, ovale, à pédoncules dressés  - sépales pubescents, longtemps persistants  - casque convexe-hémisphérique, presque aussi large que long, resserré au milieu  - follicules 5, velus, à graines ridées sur toutes les faces.
Aconitum lycoctonum;Racine principale épaisse, fibreuse et charnue. Tige atteignant 1 m. Feuilles palmatipartites à 5 ou 7 segments larges. Fleurs jaune pâle disposées en grappes allongées. Sépales pubescents.
Aconitum lycoctonum subsp. neapolitanum;Racine épaisse. Tige assez épaisse. Feuilles plus ou moins découpées. Fleurs jaunes en forme de casque. La grappe terminale porte de nombreuses fleurs (jusqu'à soixante), les grappes secondaires sont dressées et peu nombreuses. Généralement moins de cinq feuilles caulinaires sous l'inflorescence.
Aconitum lycoctonum subsp. vulparia;Plante vivace atteignant 1 mètre à racine épaisse et à feuilles profondément découpées. Fleurs jaune pâle en grappes allongées. Fruit sec formé de trois follicules.
Aconitum napellus;-   Racine à tubercules renflés en navet  - tige atteignant 1 ou 2 mètres, très feuillée, simple ou rameuse et pubescente dans le haut  - feuilles profondément palmatiséquées, à divisions linéaires ou lancéolées  - fleurs d'un bleu foncé, parfois violacées ou blanches, en grappe allongée on en panicule, à pédoncules dressés ou un peu étalés  - sépales pubescents  - casque convexe-hémisphérique, à bec horizontal  - follicules 3, glabres à la maturité et appliqués contre l'axe  - graines ridées sur l seule face.
Aconitum napellus subsp. vulgare;Cette sous-espèce est caractérisée par des inflorescences simples ou à courts rameaux sans feuilles, larges de 5 à 15 cm.
Aconitum variegatum;-  Aconit paniculé  Racine à tubercules renflés en navet  - tige d'environ l mètre, très feuillée, pubescente au sommet, à rameaux étalés  - feuilles palmatiséquées à segments rhomboïdaux, bi-tripartites ou incisés-lobés  - fleurs d'un bleu violacé ou panachées de blanc en grappes courtes formant une panicule lâche, à rameaux et pédoncules étalés-divariqués  - sépales glabres ou pubescents  - casque comprimé en croissant, à bec descendant  - follicules 3-4, glabres, écartés de l'axe  - graines ridées-ondulées.
Aconitum variegatum subsp. paniculatum;-  Aconit paniculé  Racine à tubercules renflés en navet  - tige d'environ l mètre, très feuillée, pubescente au sommet, à rameaux étalés  - feuilles palmatiséquées à segments rhomboïdaux, bi-tripartites ou incisés-lobés  - fleurs d'un bleu violacé ou panachées de blanc en grappes courtes formant une panicule lâche, à rameaux et pédoncules étalés-divariqués  - sépales glabres ou pubescents  - casque comprimé en croissant, à bec descendant  - follicules 3-4, glabres, écartés de l'axe  - graines ridées-ondulées.
Acorus calamus;-  Plante vivace de 50 cm à 1 mètre, glabre, à souche souterraine épaisse, horizontale, articulée, radicante, très aromatique  - feuilles toutes radicales, distiques, longuement linéaires en glaive (1-2 cm de large), engainantes  - spathe foliacée, très longue, dressée, persistante  - spadice latéral, 5-6 fois plus court que la spathe, entièrement recouvert de fleurs hermaphrodites serrées en épi cylindrique-conique sessile ascendant jaunâtre  - périanthe à 6 divisions courtes scarieuses  - 6 étamines opposées aux écailles, à filets filiformes, anthères didymes, à 2 loges s'ouvrant en long  - stigmate sessile, obtus  - fruit capsulaire, petit, en pyramide renversée, à 2-3 loges et graines.
Actaea spicata;- Souche vivace, épaisse, noirâtre  - tige de 30-80 cm, nue à la base, à 2-3 feuilles dans le haut, glabre  - feuilles grandes, minces, bi-triternatiséquées, à folioles ovales-acuminées, incisées-dentées  - fleurs blanches, petites, en grappe ovale, serrée  - corolle régulière, à 4 sépales pétaloïdes, très caducs  - pétales 4, peu apparents  - stigmate sessile  - baie ovoïde, verte, à la fin noire et luisante, à graines nombreuses.
Actinidia chinensis;"
        Plante dioïque, jusqu’à 10 m de long, volubile et grimpante, ligneuse (liane). Jeunes rameaux et pétioles poilus. Feuilles longues de 6-17 cm, largement ovales à orbiculaires ou cordées, marge dentée en scie. Fleurs blanches à jaunâtres, larges de 4-5 cm, par 1-3 à l’aisselle des feuilles, pétales et sépales chacun à (3-)5(-7), à 15-30 styles. Baies ovales à cylindriques, longues de 4-8 cm, à poils mous à rudes ou glabres. La plupart des kiwis cultivés proviennent de la var. deliciosa (aussi considérée comme une espèce à part entière A. deliciosa)."
Adenocarpus complicatus;"-  Arbrisseau de 40 cm à 1 mètre, à rameaux allongés, striés-anguleux, pubescents, non spinescents  - feuilles fasciculées, pétiolées, à folioles obovales-oblongues, souvent pliées en long et pubescentes en dessous  - stipules lancéolées  - fleurs moyennes (9-10 mm de long), dressées-étalées, nombreuses, en longues grappes lâches  - pédicelles velus, aussi longs que le calice, à bractéoles promptement caduques  - calice tuberculeux-glanduleux, à lèvres inégales, l'inférieure à dent du milieu plus longue que les latérales  - étendard pubescent  - gousse de 20-30 mm sur 5, bosselée, fortement tuberculeuse-glanduleuse.
Varie à calice et bractéoles pubescents, non glanduleux (A. commutatus Guss.)."
Adenocarpus complicatus subsp.;Cette sous-espèce est caractérisée par des calices à poils très épars ou absents, parsemés de glandes portées par un petit pied.
Adenocarpus complicatus subsp. parvifolius;Cette sous-espèce est caractérisée par des calices à poils très épars ou absents, parsemés de glandes portées par un petit pied.
Adenostyles alliariae;"Plante vivace de 60 à 150 cm à tige dressée, rameuse, brièvement pubescente ; feuilles vertes et glabres au dessus, cotonneuses, grisâtres ou blanchâtres au dessous, les inférieures longuement pétiolées, à limbe très ample, suborbiculaire, profondément cordé à la base et bordé de grosses dents inégales ; les supérieures à pétiole embrassant la tige par deux oreillettes ; capitules à 3 à 6 fleurs purpurines formant un grand corymbe compact, terminal."
Adenostyles alpina;"Plante vivace de 2 à 4 dm à tige glabre intérieurement, brièvement pubescente au sommet, simple ou rameuse ; feuilles un peu épaisses, vertes et glabres sur les deux faces ou un peu pubescentes en dessous sur les nervures, pétiolées, profondément cordées, réniformes, agents profondes, régulières, presque égales ; pétiole ordinairement dépourvu d'oreillettes embrassantes ; involucre à folioles glabres et obtuses ; capitules à 3 à 6 fleurs purpurines en corymbe terminal."
Adenostyles leucophylla;-  Plante vivace de 2-6 dm à tige dressée, simple ou peu rameuse, cotonneuse-blanchâtre  - feuilles pétiolées, blanches-tomenteuses sur les deux faces ou seulement pubescentes-cotonneuses en dessus, toutes cordées, réniformes, les inférieures bordées de dents inégales, les suivantes à dents petites et régulières et terminées par une pointe non dentée  - pétiole ordinairement dépourvu d'oreillettes à la base  - involucre pubescent ou tomenteux à folioles oblongues, obtuses  - capitules à 15-20 fleurs purpurines en corymbe compact, globuleux sur des pédicelles munis de quelques bractéoles presque linéaires, acuminées.
Adiantum capillus-veneris;Petite fougère, limbe des feuilles très divisé mesurant 10 à 30 cm de longueur et persistant durant l’hiver. Pinnules à aspect caractéristique de petit éventail. Pétiole et axe principal (rachis) minces, brun noir luisant. Sores situés à la marge des lobes et recouverts par des lobules, ovales à rectangulaires, formés par le bord foliaire recourbé.
Adonis aestivalis;- Racine annuelle, fibreuse  - tige de 20-40 cm, souvent simple, glabre ou pubescente à la base  - feuilles multifides  - fleurs rouges, rarement jaunes  - sépales appliqués contre les pétales, glabres  - pétales 5-10, oblongs, plans, étalés, égaux, d'un rouge clair ou jaune citron  - anthères d'un violet noir  - épi fructifère dense, oblong-cylindrique  - carpelles glabres, à bord supérieur muni à la base d'une dent aiguë, à bec droit, obliquement ascendant, concolore.
Adonis annua;Plante annuelle de 20 à 40 cm de hauteur, à tige souvent rameuse et presque glabre. Feuilles divisées en fines lanières. Fleurs rouges à 5 sépales pétaloïdes, étalés et glabre et à 6 à 8 pétales obovales, concaves, connivents, égaux, d'un pourpre foncé , anthères d'un violet noir. Épi fructifère dense, ovoïde ou oblong à nombreux akènes glabres, à bord supérieur presque droit et sans bosse, à bec droit et court.
Adonis flammea;- Racine annuelle, fibreuse  - tige de 20-40 cm, simple ou rameuse souvent pubescente inférieurement  - feuilles multifides  - fleurs rouges, rarement jaunes  - sépales appliqués contre les pétales, velus  - pétales 3-6, étroits, oblongs, plans, étalés, souvent très inégaux, d'un rouge vif, rarement jaunes  - anthères d'un violet noir  - épi fructifère assez lâche, allongé cylindrique  - carpelles glabres, bossus sous le bec, sans dent à la base du bord supérieur, à bec droit, ascendant, noirâtre.
Adonis pyrenaica;- Souche vivace, épaisse  - tige de 10-30 cm, légèrement pubescente  - feuilles toutes herbacées, les inférieures grandes, longuement pétiolées, 3 ou 4 fois ternées, à lanières linéaires  - fleurs jaunes  - sépales glabres ou légèrement pubescents  - pétales 10-15, obovales  - carpelles ovales-prismatiques, anguleux, pubescents, à bec long, comprimé, roulé en dehors.
Adonis vernalis;- Souche vivace, épaisse, noirâtre  - tige de 10-30 cm, glabre ou presque glabre  - feuilles inférieures réduites à des écailles, les autres herbacées, multifides, à lanières linéaires  - fleurs jaunes  - sépales pubescents  - pétales 10-15, lancéolés ou oblongs  - carpelles obovales, arrondis, pubescents, à bec court, recourbé, appliqué.
Adoxa moschatellina;- .  Plante vivace de 5-15 cm, glabre, délicate, à souche écailleuse, blanchâtre, munie de rhizomes filiformes  - tige herbacée, grêle, simple, dressée, portant 2 feuilles opposées, ternées, brièvement pétiolées  - feuilles radicales longuement pétiolées, biternées, à lobes obtus  - fleurs verdâtres, un peu musquées, 4-6 sessiles en tête terminale cubique, celle du sommet à 4, les autres à 5 divisions  - calice accrescent, à 2-3 lobes obtus, étalés  - corolle en roue, à 4-5 lobes plans  - 4-5 étamines, en apparence 8-10, chaque filet étant fendu en 2 branches portant chacune une loge de l'anthère  - 4-5 styles en alêne  - baie globuleuse, verdâtre, à 4-5 loges.
